Price,Close,High,Low,Open,Volume,SMA_50,Volatility
Ticker,ENEV3.SA,ENEV3.SA,ENEV3.SA,ENEV3.SA,ENEV3.SA,,
Date,,,,,,,
2025-01-23,10.800000190734863,11.149999618530273,10.800000190734863,11.109999656677246,7037300,,
2025-01-24,10.8100004196167,10.970000267028809,10.75,10.75,6842500,,
2025-01-27,11.270000457763672,11.369999885559082,10.770000457763672,10.779999732971191,7387300,,
2025-01-28,11.180000305175781,11.34000015258789,11.109999656677246,11.300000190734863,4500100,,
2025-01-29,11.220000267028809,11.300000190734863,11.079999923706055,11.25,5479300,,
